sample,dr_LAL,dr_LAM,dr_LAU,bar_LAL,bar_LAM,bar_LAU,sp_LAL,sp_LAM,sp_LAU
9404,0.669759475,0.459372748,0.173911921,1.618047197,1.685371677,1.654091493,0.473208906,0.474202828,0.476083901
9405,0.588451443,0.549574245,0.308554168,1.619947131,1.679575107,1.629470658,0.467732014,0.480937673,0.466457259
9406,0.602023812,0.564572905,0.323298184,1.60349224,1.649249975,1.613746424,0.459586863,0.4818007,0.458679042
9407,0.488491953,0.31416518,0.368137909,1.618281774,1.663305126,1.627781151,0.475526261,0.487682827,0.45455295
9408,0.553921104,0.498566169,0.16516908,1.619835163,1.643334002,1.669136621,0.456256054,0.492161415,0.462335558
9409,0.510952217,0.545845101,0.24810424,1.643823564,1.67409129,1.739186458,0.487537315,0.490604189,0.456074069
9410,0.499584219,0.580788439,0.348225661,1.534553516,1.668514321,1.647464809,0.468839123,0.480876002,0.447448108
9411,0.522278247,0.622197952,0.32738852,1.666093774,1.735798621,1.699037563,0.482146506,0.498423283,0.449278138
9412,0.381678006,0.456687222,0.366375294,1.591305264,1.626825239,1.628650261,0.466592066,0.476586582,0.443726395
9413,0.496376234,0.680326882,0.348732656,1.607175753,1.65931168,1.645025939,0.464306295,0.497025169,0.458580715
9414,0.43499516,0.446132522,0.243932416,1.580223402,1.700769493,1.646912868,0.483087531,0.482219977,0.465212595
9415,0.457536252,0.526481559,0.304251669,1.59125981,1.638622159,1.688726629,0.454953671,0.490663462,0.453779201
9416,0.49280613,0.512347698,0.329961346,1.617412215,1.626170815,1.651773581,0.469717319,0.493433711,0.467688964
9417,0.456968037,0.469958116,0.24421785,1.683058902,1.715432256,1.566683208,0.464908201,0.495171798,0.454107351
9418,0.411796295,0.468858747,0.196610946,1.60434922,1.715574424,1.588801273,0.479532333,0.471931292,0.467627414
9419,0.579665837,0.488564293,0.387950086,1.621686359,1.629515691,1.664842716,0.471989811,0.47981213,0.451171865
9420,0.4208496,0.521477526,0.314216937,1.607798422,1.652644578,1.690659382,0.470289784,0.462478829,0.478108707
9421,0.43425139,0.55997513,0.304651994,1.590147057,1.656956291,1.654495187,0.460853977,0.471623751,0.474046267
9422,0.516738566,0.526983616,0.424843912,1.613909566,1.690895078,1.654557929,0.484034834,0.470007691,0.483253396
9423,0.560113054,0.559786962,0.324365646,1.609923728,1.679526823,1.695384605,0.478403228,0.475279739,0.450758536
9424,0.53584269,0.469907017,0.389328853,1.603419993,1.665970477,1.662409105,0.469476005,0.485702954,0.455652707
9425,0.482510804,0.459153131,0.41837797,1.580372196,1.659502391,1.689924091,0.448899144,0.485070818,0.464901756
9426,0.523796354,0.505516088,0.328895354,1.643477729,1.654037831,1.579157563,0.445510743,0.485485598,0.46106595
9427,0.454964236,0.554081973,0.280013196,1.666974723,1.681938343,1.623899834,0.473855973,0.479411591,0.437033896
9428,0.4429637,0.433221335,0.479973566,1.657579025,1.63352008,1.623094776,0.484475556,0.487592188,0.464061587
9429,0.504536385,0.556472121,0.277269999,1.541826026,1.696133375,1.70779265,0.481808609,0.466680495,0.451716106
9430,0.501081287,0.559328609,0.240396102,1.545503596,1.667383418,1.757649671,0.482229392,0.479567989,0.475276559
9431,0.51048754,0.622821914,0.264419059,1.574890637,1.742640612,1.670334396,0.471346845,0.467730824,0.480679357
9432,0.587707461,0.54121801,0.200662549,1.49680588,1.763316733,1.620790062,0.462064341,0.49013971,0.462427421
9433,0.578932789,0.632252432,0.272873538,1.494854636,1.671381322,1.603408727,0.447836344,0.487944799,0.45803932
9434,0.567703148,0.586847891,0.242668394,1.67768169,1.682638108,1.61833857,0.460549894,0.51144552,0.477736691
9435,0.36566284,0.635784201,0.199588005,1.616459344,1.638866866,1.717226048,0.47643818,0.491140205,0.463132581
9436,0.478412934,0.361976971,0.36712109,1.588383223,1.641449169,1.716520252,0.474323477,0.499291461,0.49577262
9437,0.378572198,0.312961738,0.167177073,1.584954508,1.615533989,1.568390219,0.460094273,0.493388056,0.46795575
9438,0.462257878,0.434349915,0.307127881,1.526058963,1.743013621,1.766850958,0.46598871,0.506049754,0.479516813
9439,0.507426633,0.55838425,0.284316086,1.527421588,1.670013475,1.734307942,0.465624965,0.493955544,0.474681281
9440,0.570323426,0.576489047,0.288421354,1.56507381,1.681180539,1.637235071,0.478082517,0.495932933,0.464248908
9441,0.432539185,0.55221319,0.242829064,1.54413154,1.666248533,1.648638257,0.460290984,0.475293565,0.461830613
9442,0.545975196,0.530335757,0.190303388,1.630716002,1.649739587,1.67301673,0.44774589,0.478627339,0.463476129
9443,0.662803429,0.716869054,0.160663442,1.577151171,1.645283089,1.682768301,0.463482475,0.474206263,0.466365405
9444,0.473647255,0.594452683,0.345637135,1.59773446,1.670561539,1.627146562,0.466412813,0.473349009,0.462414693
9445,0.402622401,0.502431121,0.270517613,1.574388151,1.683566535,1.605731303,0.464003121,0.499673241,0.461649053
9446,0.60493443,0.453132533,0.340280145,1.590816672,1.653539337,1.714767945,0.468711154,0.492690328,0.468252287
9447,0.453581467,0.378728016,0.447213529,1.569589018,1.67341559,1.65210108,0.47413625,0.474399953,0.438354929
9448,0.413804332,0.450836887,0.204837436,1.563963656,1.660781863,1.643988996,0.488834083,0.484089948,0.441480321
9449,0.523008927,0.512765151,0.224114485,1.559311315,1.71562074,1.608312947,0.48266392,0.486553488,0.437340093
9450,0.471104899,0.537974719,0.268525569,1.549583476,1.617258237,1.700200769,0.46514318,0.490812216,0.480314351
9451,0.613118763,0.424592928,0.318407012,1.556551089,1.695241413,1.616356473,0.493492067,0.490224008,0.47669102
9452,0.500358728,0.555011185,0.329607516,1.613055593,1.696168227,1.69071711,0.463524538,0.470710104,0.470183575
9453,0.498320671,0.515563349,0.381554104,1.62681309,1.621061357,1.744697446,0.483403523,0.481667199,0.471649946
9454,0.581140176,0.579725155,0.244627178,1.621501167,1.620786859,1.707817683,0.476287376,0.477332289,0.460986967
9455,0.508597019,0.490573418,0.258870059,1.605737579,1.746376895,1.67046985,0.473367707,0.468701142,0.461688066
9456,0.527647062,0.440180726,0.426232215,1.611215155,1.719639835,1.6369121,0.472967808,0.472791226,0.448180159
9457,0.53981688,0.480546321,0.34103991,1.596369958,1.59195278,1.677944223,0.472588292,0.496135043,0.465954217
9458,0.457074661,0.470331569,0.248061311,1.571388673,1.59248796,1.652245805,0.487443248,0.494953401,0.469237306
9459,0.51948811,0.545868897,0.168622401,1.67046581,1.603463995,1.672142742,0.457592854,0.479426239,0.481258176
9460,0.468318875,0.547854215,0.313965552,1.632299954,1.757736702,1.675472076,0.4812895,0.474346759,0.498129553
9461,0.46019486,0.516717633,0.21097185,1.613875539,1.625439611,1.719648806,0.482489046,0.475003924,0.486884765
9462,0.513045172,0.481002453,0.169285613,1.580431998,1.635870913,1.725294073,0.487009543,0.465896482,0.48360277
9463,0.636131559,0.466846299,0.260516926,1.617207098,1.687452939,1.68246356,0.483143586,0.472881177,0.46124951
9464,0.455930954,0.611412062,0.49608005,1.549778023,1.646462994,1.68211595,0.453166683,0.474874893,0.475022449
9465,0.419721981,0.565856946,0.26460264,1.649621639,1.627282433,1.671962468,0.475190758,0.482825895,0.456875865
9466,0.521935373,0.53501354,0.341518882,1.520413257,1.629610979,1.637830161,0.458441635,0.476608602,0.473508469
9467,0.541650357,0.523310407,0.325732124,1.524944746,1.666933075,1.65281185,0.468221194,0.462658122,0.476214642
9468,0.53003886,0.574924293,0.25884665,1.601280676,1.649181183,1.627852193,0.472871949,0.459204407,0.468900905
9469,0.540435103,0.746328875,0.191252038,1.567618217,1.659536899,1.620083585,0.444439049,0.482608322,0.454134769
9470,0.550277316,0.441444196,0.212382521,1.606472562,1.655852104,1.570619358,0.4629284,0.496522277,0.460350796
9471,0.347775404,0.543585792,0.307998689,1.620048627,1.679284215,1.73529072,0.482638546,0.469968829,0.48321012
9472,0.351161562,0.453822356,0.390469128,1.591734958,1.711896222,1.660899967,0.489514009,0.479758318,0.495426473
9473,0.463517881,0.62475155,0.310972262,1.609780972,1.6897555,1.642448911,0.48238607,0.481654929,0.48362957
9474,0.507677318,0.4560447,0.40407038,1.531437753,1.661555117,1.647991714,0.479024136,0.482619995,0.472653719
9475,0.640841513,0.430379556,0.098252174,1.666514944,1.641683354,1.666129659,0.449022858,0.468375237,0.471007734
9476,0.634528457,0.432373475,0.170602472,1.623134747,1.680816135,1.737656256,0.459437835,0.466001421,0.479401529
9477,0.566882236,0.507386201,0.346664396,1.639901666,1.653303578,1.733328593,0.454333184,0.477286705,0.480555533
9478,0.393782577,0.542996722,0.252987302,1.546089747,1.701518852,1.615503377,0.471007557,0.463127063,0.445907601
9479,0.544846454,0.528477332,0.319699712,1.624285923,1.711320859,1.70673293,0.46112224,0.487201241,0.468612573
9480,0.409627316,0.62003531,0.218591011,1.602123102,1.730783497,1.693951892,0.488898655,0.497146073,0.490337139
9481,0.441946301,0.534661308,0.212937954,1.598598454,1.619292804,1.687911921,0.49200088,0.473562039,0.452914381
9482,0.444663436,0.556939909,0.229806711,1.567459063,1.648534065,1.731860019,0.467351357,0.499684842,0.49785967
9483,0.484319803,0.38125997,0.272335903,1.555031913,1.647139643,1.65188708,0.469209474,0.491632096,0.471616216
9484,0.520998393,0.474170127,0.202735039,1.589162191,1.681491212,1.606119464,0.501856446,0.488988632,0.477850653
9485,0.57508298,0.541940778,0.300266935,1.605295225,1.70495333,1.661933631,0.491181334,0.481629804,0.480719502
9486,0.579190824,0.309412905,0.340014314,1.553771364,1.693798637,1.675817784,0.488314182,0.497230698,0.483346395
9487,0.388450149,0.627425427,0.310597615,1.606448393,1.702874038,1.689634105,0.497805092,0.488746424,0.484236748
9488,0.5494172,0.570325348,0.265553751,1.588766905,1.670541702,1.602375682,0.468162579,0.484248693,0.462989708
9489,0.436088417,0.449570908,0.27524425,1.658346883,1.674260393,1.679307247,0.467866482,0.491683673,0.461063824
9490,0.509156642,0.498591369,0.236039573,1.644610345,1.699693138,1.644861815,0.471983994,0.492081052,0.4708893
9491,0.559077519,0.585875773,0.210553594,1.619374298,1.680809575,1.691007024,0.47347098,0.472122002,0.487258041
9492,0.564935349,0.596032952,0.226937822,1.613549734,1.605358777,1.684531765,0.476359604,0.491804177,0.483862403
9493,0.362349391,0.477459009,0.306778077,1.556467772,1.611060093,1.639732269,0.457866317,0.476289756,0.470010859
9494,0.347834552,0.537169592,0.331478326,1.583839192,1.700627587,1.66331476,0.446688224,0.476320052,0.46945088
9495,0.493167491,0.564096426,0.274323113,1.548277885,1.68951162,1.709053595,0.488886032,0.484941293,0.46356632
9496,0.535521722,0.521795229,0.313072994,1.62022692,1.635463311,1.71105826,0.47535248,0.480673395,0.480666902
9497,0.505646286,0.654884234,0.267273354,1.705602302,1.654729249,1.670857849,0.479433011,0.476605197,0.481218555
9498,0.486212582,0.487501677,0.351180581,1.688042152,1.669561407,1.658091036,0.491418941,0.468939446,0.484511507
9499,0.483730132,0.66665107,0.320743629,1.540417509,1.650212129,1.650535278,0.46859519,0.477424325,0.451933776
9500,0.536286487,0.587892691,0.200115267,1.648339714,1.675896664,1.658906936,0.460571059,0.490645248,0.451000091
9501,0.486671683,0.552466954,0.197513636,1.633397519,1.659047865,1.655756638,0.464571472,0.470298539,0.462519942
9502,0.315484418,0.539819238,0.333597836,1.605526616,1.716762788,1.69199039,0.459930638,0.457232889,0.480954928
9503,0.512510396,0.522670182,0.395515919,1.624387986,1.655908417,1.61667487,0.47744096,0.479943514,0.468114115
9504,0.52213819,0.494346806,0.292742309,1.655707584,1.722188084,1.701909901,0.459428407,0.482948671,0.465122022
9505,0.509232303,0.617283133,0.2183989,1.663977019,1.657653829,1.649234514,0.461080105,0.470662143,0.458835841
9506,0.433140235,0.524670105,0.22381122,1.639682898,1.605064745,1.668009545,0.492506924,0.472967621,0.484554874
9507,0.475826696,0.672854756,0.213537738,1.599119434,1.594719534,1.668221024,0.486451319,0.471300619,0.454850498
9508,0.516818659,0.623957103,0.246162939,1.607275035,1.630940756,1.665338899,0.494035081,0.462304196,0.479640084
9509,0.509594926,0.487119645,0.186379105,1.666864698,1.649634066,1.659371013,0.484890782,0.479872597,0.483864487
9510,0.605818186,0.599399642,0.316868546,1.577119968,1.636543672,1.664645086,0.480517573,0.500323389,0.48152163
9511,0.435514204,0.545479345,0.320783495,1.643966633,1.704386756,1.720821191,0.474615017,0.477110451,0.460437865
9512,0.491550753,0.575153957,0.206655574,1.597602252,1.692666129,1.713797451,0.47670885,0.462496396,0.437460858
9513,0.590552828,0.536455842,0.241615771,1.571222902,1.713650339,1.683792476,0.471886528,0.462715845,0.480661906
9514,0.421872918,0.614623438,0.294258552,1.565461348,1.636835111,1.644567613,0.47583636,0.494483808,0.463243721
9515,0.404681353,0.552809683,0.404987725,1.471934591,1.665831801,1.731620076,0.495672873,0.478456418,0.455251697
9516,0.414589429,0.532165571,0.222443469,1.563239939,1.664255735,1.63268595,0.512320831,0.466952257,0.467412216
9517,0.333064587,0.503582129,0.236929928,1.61149848,1.668207275,1.752346051,0.492908277,0.490440211,0.445943851
9518,0.504346836,0.549543289,0.306266442,1.622157615,1.665248495,1.741091704,0.490331372,0.467740077,0.475949652
9519,0.415271135,0.405636994,0.295874983,1.583778874,1.682268958,1.686128401,0.454273022,0.4787142,0.456432469
9520,0.441363686,0.549859852,0.195880793,1.558559166,1.635314784,1.701829367,0.479704426,0.464947561,0.450553846
9521,0.414755975,0.602398099,0.444078862,1.627106433,1.633264412,1.610670579,0.473999834,0.479843503,0.465933992
9522,0.453732354,0.537786292,0.408329656,1.672013261,1.638421925,1.662334009,0.476530522,0.467218345,0.443507021
9523,0.444885137,0.629885885,0.328495516,1.602830642,1.68703772,1.702970975,0.47232512,0.498022761,0.448811898
9524,0.485758491,0.477111765,0.316498207,1.654529363,1.681805054,1.664677406,0.48609419,0.487208036,0.453586874
9525,0.382015148,0.509829255,0.44210494,1.640726544,1.70151413,1.684022406,0.476399857,0.486297718,0.465089585
9526,0.431371255,0.558231597,0.392628516,1.652211408,1.669659938,1.716674769,0.465261055,0.482271737,0.444616452
9527,0.443646449,0.741183897,0.323067355,1.582888568,1.582278947,1.662541433,0.46620288,0.467908796,0.447411918
9528,0.366671305,0.661852033,0.27855122,1.669201271,1.715644335,1.696390955,0.470965188,0.479227829,0.450305886
9529,0.486675374,0.640182105,0.239251271,1.593448587,1.592975822,1.678185066,0.462477924,0.455372948,0.444077132
9530,0.477965103,0.711031002,0.209399733,1.603016653,1.701157007,1.721559355,0.460696199,0.482524875,0.458118831
9531,0.613694548,0.522141104,0.310990741,1.601022877,1.60193186,1.738447383,0.470630901,0.470213574,0.467139651
9532,0.57678417,0.405036798,0.410902018,1.66022508,1.708215202,1.666008781,0.469679539,0.500396284,0.458548442
9533,0.541239454,0.684528137,0.236243405,1.584135705,1.790215236,1.656151529,0.461148281,0.48934415,0.458052446
9534,0.544025069,0.722382567,0.201146246,1.609253613,1.497771212,1.717279469,0.478365543,0.480453376,0.466100798
9535,0.568971607,0.529935278,0.292061481,1.62569382,1.584161731,1.751406605,0.492899971,0.483519371,0.441608413
9536,0.600207492,0.639310083,0.245158742,1.587583375,1.785184857,1.649881489,0.473149321,0.466060379,0.445129432
9537,0.530686741,0.516023712,0.214728345,1.620481605,1.7490007,1.667465417,0.466722045,0.464920949,0.465687674
9538,0.590115891,0.485999765,0.217100083,1.600859601,1.646018371,1.664608384,0.472551375,0.479385389,0.453354421
9539,0.440013357,0.509044498,0.230994235,1.618684738,1.69142205,1.683358768,0.471904618,0.464050706,0.463080288
9540,0.428162771,0.530875268,0.299909363,1.588389698,1.715299659,1.685225639,0.468670631,0.453779404,0.454229825
9541,0.562890113,0.612511312,0.306891676,1.52675586,1.674909391,1.634062849,0.472669644,0.456376071,0.472969505
9542,0.356599746,0.5854886,0.317442908,1.669487192,1.669231553,1.618794082,0.463556467,0.484207822,0.499966967
9543,0.477892744,0.497588214,0.389782178,1.614300645,1.664761865,1.734115815,0.467531201,0.462871575,0.475436258
9544,0.457540604,0.429887218,0.345414149,1.61529189,1.697152478,1.603435437,0.492541343,0.488183986,0.467016166
9545,0.527572703,0.660450989,0.275969777,1.601508713,1.61668403,1.630964534,0.483865735,0.475892556,0.476684621
9546,0.53224999,0.541529109,0.334050139,1.61417439,1.6544575,1.707016764,0.475238662,0.483788481,0.466197716
9547,0.491693425,0.615531714,0.366659237,1.615565708,1.649753969,1.702778191,0.490436879,0.478952332,0.475210304
9548,0.428433388,0.544084408,0.220032823,1.529178713,1.655551049,1.640601202,0.474070067,0.461908575,0.450439572
9549,0.439161923,0.576947055,0.249979792,1.596855947,1.665775128,1.631713615,0.475470616,0.46899867,0.463551099
9550,0.538602463,0.488144251,0.121755003,1.598435196,1.656910596,1.641286416,0.47411513,0.480780424,0.441629795
9551,0.518422856,0.604934026,0.369034839,1.576518125,1.650856317,1.654860765,0.479574396,0.473101177,0.462099206
9552,0.328636436,0.582197677,0.21821689,1.5845797,1.652091238,1.651515496,0.488759884,0.51607995,0.468372452
9553,0.463639504,0.307560019,0.243515635,1.597190425,1.676764889,1.704789988,0.497941678,0.484670083,0.460846974
9554,0.507903211,0.439015045,0.310113491,1.572556506,1.771872755,1.59864397,0.472353111,0.505580233,0.460820627
9555,0.528615598,0.537411142,0.406858733,1.623200074,1.678093082,1.646863023,0.48030232,0.500872588,0.456460924
9556,0.44995632,0.455699212,0.248218584,1.622803864,1.677193115,1.65869229,0.474678945,0.483999975,0.455999689
9557,0.559131868,0.414165028,0.365496493,1.533714756,1.658954395,1.690245965,0.466651919,0.496969353,0.458819546
9558,0.564800345,0.449929414,0.242260191,1.577515371,1.696164389,1.661798787,0.456742606,0.479971837,0.473894817
9559,0.399371648,0.366340993,0.347000417,1.582231054,1.643801809,1.662866252,0.463265643,0.488427344,0.475438297
9560,0.531382782,0.437105405,0.253508722,1.535844125,1.59624227,1.718327848,0.488903886,0.49200692,0.473933476
9561,0.503590573,0.451809001,0.34793304,1.724505109,1.788447175,1.634676008,0.478493184,0.467651654,0.468073832
9562,0.640431974,0.407043,0.225774085,1.610964028,1.72751079,1.622188099,0.454577149,0.490039396,0.476964567
9563,0.451561069,0.491894882,0.163002383,1.579936707,1.693719457,1.676048332,0.468294749,0.46931423,0.475027524
9564,0.534723689,0.384856658,0.293681853,1.571968401,1.711137245,1.608987599,0.481048964,0.463697541,0.485576904
9565,0.639120203,0.58935654,0.166779357,1.586531792,1.714729674,1.654554497,0.461602829,0.482694312,0.477366037
9566,0.472138026,0.448718727,0.027761887,1.617505423,1.638801006,1.620467667,0.463353681,0.468569954,0.476423764
9567,0.410924849,0.686737579,0.263587864,1.627414652,1.626954955,1.710574204,0.47482961,0.475940277,0.470187146
9568,0.391791278,0.612675868,0.364022201,1.645644881,1.673132459,1.631649703,0.460093789,0.491438152,0.448019924
9569,0.441327664,0.455292128,0.319649489,1.606454726,1.671928263,1.668886925,0.465740831,0.498320338,0.441192945
9570,0.475583889,0.502410182,0.326681572,1.56467113,1.655113396,1.663851681,0.495855559,0.497184461,0.454938787
9571,0.468381885,0.496805043,0.238838969,1.604157232,1.647493415,1.689668162,0.478336736,0.499474332,0.465139804
9572,0.49313254,0.571523875,0.320458067,1.573384981,1.70942632,1.624171444,0.498841544,0.478137063,0.470426538
9573,0.472188581,0.57888366,0.329530525,1.642111555,1.707765339,1.615938601,0.473591698,0.483641835,0.463101966
9574,0.581213595,0.396131719,0.33927106,1.649426833,1.683767958,1.669864789,0.48198604,0.477755136,0.467743845
9575,0.410580677,0.534859814,0.267614889,1.616218329,1.665563145,1.685219692,0.471286475,0.478356122,0.468494554
9576,0.421230167,0.532002723,0.426175203,1.652294908,1.666615736,1.701512122,0.47450697,0.495720506,0.463248952
9577,0.497999313,0.328203525,0.344062776,1.563669511,1.70638129,1.700752103,0.463809574,0.470613205,0.464554904
9578,0.569488361,0.436966507,0.366824935,1.69091347,1.592056474,1.664689505,0.471413303,0.465706358,0.470610356
9579,0.501561419,0.541658654,0.355266221,1.665734733,1.738642363,1.671243757,0.468645701,0.480509796,0.453345974
9580,0.429659233,0.593523247,0.150101863,1.594271174,1.671622378,1.651946693,0.469769385,0.471226155,0.450117953
9581,0.578144238,0.535578948,0.359215649,1.641474464,1.675456056,1.680193964,0.473386806,0.479730704,0.474385939
9582,0.340462905,0.486020537,0.341432771,1.638645816,1.696935777,1.639612339,0.473224867,0.469080375,0.477731698
9583,0.243574568,0.433285622,0.350231657,1.631631555,1.673298399,1.59114536,0.481157067,0.481108864,0.465786998
9584,0.300615854,0.619807488,0.349018263,1.639428347,1.677483227,1.63101344,0.487102102,0.47295075,0.488611946
9585,0.50258166,0.530596331,0.386254096,1.60368231,1.599548436,1.636511075,0.483648299,0.482330927,0.456691862
9586,0.516445653,0.510734604,0.238277236,1.600351429,1.666492642,1.656079029,0.492024982,0.475271488,0.464969075
9587,0.508094619,0.486814543,0.287173828,1.612036013,1.675880147,1.625280446,0.465397213,0.483346736,0.462638267
9588,0.479184977,0.549215499,0.357082776,1.593357603,1.673031267,1.674659238,0.452436717,0.479418752,0.449154011
9589,0.533213241,0.49675979,0.200914378,1.603193135,1.574158974,1.649545253,0.483998306,0.48341774,0.454404612
9590,0.511021634,0.553480318,0.231380465,1.612177881,1.713469852,1.635144268,0.478889647,0.475605552,0.465066466
9591,0.452677867,0.582354189,0.299470598,1.61425398,1.66546234,1.664968183,0.460517019,0.472737225,0.456636952
9592,0.435312554,0.508292142,0.270141503,1.62967712,1.661617801,1.609002126,0.463277505,0.472912819,0.468723941
9593,0.401681819,0.441826774,0.335509055,1.673876847,1.678269441,1.701874302,0.459694266,0.457527464,0.452376728
9594,0.409657786,0.551330696,0.347181689,1.588767847,1.695240128,1.695557414,0.489133961,0.479930167,0.480523856
9595,0.445010389,0.530689679,0.267687865,1.589340956,1.723433656,1.68986405,0.47886507,0.472028327,0.474712341
9596,0.476270068,0.601642951,0.180972876,1.60788654,1.794337832,1.648149424,0.509497745,0.456889572,0.471149895
9597,0.501819501,0.518730001,0.271829738,1.636868148,1.77226521,1.674132722,0.483043168,0.49392472,0.478778536
9598,0.462659649,0.459896881,0.255421852,1.625100753,1.678385845,1.657980525,0.473762027,0.476311321,0.479546585
9599,0.49819331,0.508971599,0.294282284,1.611696519,1.720903366,1.680875284,0.465259338,0.486158168,0.478849745
9600,0.507650894,0.566634623,0.081131987,1.706212302,1.664956773,1.718045589,0.489503108,0.467376312,0.486597498
9601,0.421824095,0.52661153,0.232261721,1.715133182,1.644005422,1.639851286,0.460784552,0.476995699,0.456524916
9602,0.551968285,0.41831165,0.221999841,1.639962584,1.664538429,1.630076199,0.465664927,0.472663478,0.460679023
9603,0.521962634,0.483733146,0.202410969,1.490961519,1.61948026,1.670548626,0.463181241,0.481571208,0.481995997
9604,0.468232421,0.586672308,0.21784762,1.641187307,1.606952072,1.728605137,0.476399865,0.478092446,0.436122421
9605,0.479937498,0.512351302,0.237205256,1.625419627,1.686596485,1.713381321,0.461351998,0.476013712,0.470775455
9606,0.386713208,0.470326119,0.07418395,1.67305074,1.681730294,1.682323165,0.464983974,0.475214254,0.448147474
9607,0.446975233,0.52408137,0.338738719,1.563493251,1.679682818,1.68900621,0.470177422,0.487577176,0.467303971
9608,0.50177521,0.413494977,0.266426265,1.636706533,1.719281177,1.646469539,0.474232725,0.468017509,0.460144435
9609,0.445852554,0.593523649,0.359583657,1.567207458,1.734365414,1.693688089,0.469224958,0.496629405,0.473317362
9610,0.472247221,0.467280454,0.308680677,1.526022979,1.716241596,1.630164203,0.456843979,0.492960187,0.463584032
9611,0.382504034,0.573041448,0.235892614,1.655871497,1.594426356,1.665054951,0.461437708,0.507998379,0.459076032
9612,0.435295553,0.586780307,0.326173507,1.615111069,1.715617107,1.640388522,0.479877726,0.492225419,0.466068644
9613,0.4680242,0.412808406,0.347091746,1.547497934,1.71247421,1.680644217,0.483830312,0.490787401,0.482321205
9614,0.48130158,0.487653114,0.29746719,1.618496613,1.618949642,1.597493638,0.475526724,0.487603734,0.48009708
9615,0.340732208,0.461201428,0.310013152,1.610412437,1.69182229,1.658957309,0.495679141,0.482839541,0.478754964
9616,0.515149002,0.549602893,0.298486481,1.604833816,1.659263561,1.700320075,0.489698136,0.492724748,0.478123907
9617,0.446452591,0.401397754,0.162778637,1.626249138,1.695422669,1.677125189,0.475034603,0.488140928,0.457538186
9618,0.424519116,0.561645007,0.314074871,1.53906092,1.66697587,1.732233884,0.47679978,0.476935643,0.492638088
9619,0.421635431,0.466457807,0.339180394,1.579304053,1.580026415,1.678771109,0.476876788,0.482363226,0.477114907
9620,0.587569819,0.426588136,0.228769071,1.596023194,1.613053824,1.665043551,0.460396159,0.484260339,0.471670564
9621,0.575472952,0.415385386,0.21708558,1.630178031,1.608597058,1.689399296,0.469100814,0.479257642,0.45240021
9622,0.42055443,0.579411986,0.295642443,1.610138875,1.639764358,1.751728787,0.470987341,0.498234124,0.462965859
9623,0.476271914,0.670690965,0.322366762,1.622723009,1.696736148,1.556490776,0.480463981,0.484586142,0.480698084
9624,0.459447655,0.502340608,0.315533148,1.633746789,1.678947453,1.649890016,0.474856286,0.490252343,0.456985389
9625,0.593818515,0.408911634,0.272346822,1.682122715,1.610923951,1.684469505,0.485533518,0.504312874,0.471125741
9626,0.545044565,0.417516349,0.367033515,1.669162886,1.60968097,1.656797189,0.472115281,0.495015791,0.451730873
9627,0.563751594,0.598906127,0.177803431,1.578932281,1.659484391,1.685579215,0.467476355,0.467981671,0.45535545
9628,0.686714728,0.562795755,0.318758825,1.667971863,1.720238542,1.657832632,0.468675413,0.474652993,0.478956219
9629,0.421205023,0.536335701,0.28480033,1.671202114,1.714470736,1.651809323,0.460272098,0.462041419,0.479242007
9630,0.504000791,0.558139669,0.214045153,1.553892863,1.695180359,1.668962673,0.453661024,0.471603407,0.478012596
9631,0.529636122,0.487272131,0.355978423,1.572775768,1.7155375,1.59625963,0.468815066,0.482414264,0.484878593
9632,0.382599228,0.560064111,0.286794822,1.549487055,1.729451913,1.733433318,0.493562329,0.49377744,0.463888845
9633,0.52528628,0.573750886,0.371724595,1.575491868,1.653649154,1.6188577,0.480577655,0.482808616,0.475672184
9634,0.517722755,0.527760309,0.312475304,1.655617454,1.687552618,1.739611435,0.464597234,0.470560326,0.474628984
9635,0.534546919,0.428815291,0.188143056,1.5919568,1.697268608,1.60982231,0.490852643,0.473283867,0.474973476
9636,0.362202966,0.608939572,0.363086788,1.625221136,1.649547508,1.623394293,0.471056049,0.498112066,0.46391499
9637,0.43545044,0.705611741,0.268641327,1.587072952,1.72049393,1.599659798,0.470323431,0.472938224,0.45841368
9638,0.527396867,0.551302967,0.276639286,1.675189747,1.71114337,1.740220407,0.491925791,0.482368604,0.45846408
9639,0.442489174,0.49269809,0.271473978,1.582599703,1.70437924,1.657762133,0.47719592,0.452125951,0.468494693
9640,0.425513764,0.545868332,0.279462788,1.604338546,1.626468182,1.694018131,0.472320615,0.46101938,0.479014261
9641,0.38995444,0.549987455,0.285622763,1.522295192,1.690095482,1.72277027,0.473694381,0.470464098,0.480268267
9642,0.543507105,0.548296348,0.222577075,1.610649564,1.622771107,1.647404574,0.480904037,0.480437009,0.471961651
9643,0.458345616,0.407679001,0.346603145,1.639290465,1.701896112,1.689315622,0.471548841,0.476478943,0.471181916
9644,0.404067389,0.513005277,0.203655915,1.567115241,1.723497228,1.634268365,0.490800362,0.468112314,0.430463574
9645,0.45756399,0.654383623,0.293768245,1.598667433,1.695454491,1.656131534,0.461734137,0.488859777,0.445981878
9646,0.494301793,0.427296824,0.280512412,1.608381943,1.709902378,1.688177987,0.469331786,0.47573496,0.461579701
9647,0.433251196,0.548135884,0.279071342,1.575760316,1.784801897,1.625706382,0.482878986,0.45643751,0.463995021
