sample,dr_LAL,dr_LAM,dr_LAU,bar_LAL,bar_LAM,bar_LAU,sp_LAL,sp_LAM,sp_LAU
1017,0.480685862,0.592507145,0.304344848,1.55633152,1.663140676,1.692080159,0.469647688,0.479144216,0.456475699
1018,0.413507712,0.476982115,0.202097437,1.664961692,1.666368177,1.624485047,0.489890346,0.494299322,0.458266261
1019,0.403421945,0.493194582,0.17466137,1.52721492,1.620494186,1.647568,0.477154205,0.481610937,0.482820352
1020,0.517394694,0.595608781,0.281917507,1.507806035,1.741607412,1.683375459,0.473635033,0.451074226,0.467510916
1021,0.563370203,0.628939409,0.34511405,1.593983704,1.633286585,1.661027562,0.466161635,0.465105543,0.481301892
1022,0.603174299,0.306662677,0.28917012,1.640624283,1.643898206,1.711073928,0.469447505,0.47340285,0.46813332
1023,0.580515856,0.537902049,0.372194087,1.612962967,1.681621398,1.680286242,0.465505111,0.481426979,0.449050787
1024,0.439189443,0.610590134,0.18173585,1.534419338,1.624387426,1.702646325,0.450990138,0.46547501,0.471583855
1025,0.472586507,0.640970653,0.214134143,1.628566636,1.628270493,1.643660323,0.468644853,0.471399272,0.44313473
1026,0.465117557,0.681189041,0.294075932,1.65445676,1.720497937,1.574347152,0.477364659,0.482736998,0.45996575
1027,0.488109949,0.56373023,0.105114321,1.643431995,1.636248018,1.598973234,0.498388888,0.481093039,0.469741978
1028,0.446417418,0.488955728,0.280129122,1.640556613,1.682385397,1.651165297,0.466073573,0.469024981,0.469108825
1029,0.380653111,0.48778068,0.303183576,1.576792844,1.667149208,1.657867399,0.459313525,0.475640968,0.472314191
1030,0.497077053,0.564988571,0.302070373,1.716523711,1.675080359,1.727008386,0.475714891,0.485710088,0.456223743
1031,0.499248436,0.575446005,0.402433016,1.494074865,1.67782342,1.709516549,0.461178706,0.483226579,0.452429465
1032,0.544354237,0.417824328,0.431335053,1.511885477,1.657646919,1.636056802,0.476480263,0.478720358,0.448740655
1033,0.572782533,0.557820472,0.261305194,1.588715591,1.665219157,1.644954771,0.484012012,0.485833541,0.461195645
1034,0.604151937,0.426380205,0.309329986,1.614541407,1.73490152,1.606993541,0.486602476,0.482822205,0.433752495
1035,0.364934897,0.492025868,0.329323465,1.631281918,1.697526533,1.670121275,0.470847518,0.485208292,0.439848438
1036,0.434510649,0.54404466,0.268638955,1.597974703,1.722242858,1.620223814,0.467368655,0.480698748,0.479450837
1037,0.526523293,0.599850929,0.350252351,1.595176941,1.60874683,1.673143918,0.47100292,0.489519258,0.471176808
1038,0.475157871,0.502526028,0.263275298,1.606289626,1.675430322,1.658703394,0.477818329,0.486441782,0.453691916
1039,0.515095093,0.512522229,0.283639145,1.579430721,1.647993834,1.643322547,0.481458458,0.484048023,0.448446444
1040,0.48431674,0.601171387,0.248805636,1.637856751,1.662494783,1.683444926,0.450313861,0.483862135,0.450231469
1041,0.759076704,0.499512786,0.229478914,1.611091526,1.718828887,1.661818299,0.451226437,0.486241437,0.468411079
1042,0.525183995,0.555980777,0.288768209,1.631866077,1.71289718,1.646326412,0.465114953,0.482116741,0.468015607
1043,0.487449462,0.5217425,0.422687862,1.585550899,1.702037698,1.711371446,0.4693408,0.472834135,0.473700242
1044,0.369015497,0.522677885,0.324646041,1.613651736,1.692515651,1.71889098,0.465502768,0.463150263,0.469237936
1045,0.494173396,0.587392192,0.243164861,1.633647253,1.700694489,1.692514636,0.464642847,0.464495672,0.459962715
1046,0.386316677,0.536724598,0.281285448,1.593580834,1.670843729,1.609934466,0.478394161,0.469509084,0.455624209
1047,0.488726137,0.536074418,0.332290529,1.542817093,1.678359789,1.618756765,0.471209104,0.479412594,0.475546593
1048,0.443506112,0.563312507,0.316656762,1.673428353,1.763282595,1.71629454,0.470047943,0.46293797,0.479645465
1049,0.361313811,0.527519543,0.2412894,1.569701762,1.565659194,1.728829912,0.498327616,0.462571983,0.483350077
1050,0.50608492,0.667264248,0.242411644,1.549330817,1.640071757,1.670947757,0.491192287,0.474132339,0.48346009
1051,0.618014095,0.627569365,0.418186085,1.540876221,1.699622447,1.635452948,0.461782277,0.470465728,0.476801685
1052,0.656112282,0.640940849,0.221489637,1.540060083,1.615640971,1.637508032,0.490216641,0.474815679,0.453523334
1053,0.524574501,0.563084053,0.250275908,1.557537322,1.669585643,1.651799566,0.464495358,0.478514065,0.472765145
1054,0.59205794,0.611374766,0.22620867,1.617268287,1.652466183,1.714177149,0.47966239,0.478698681,0.472594126
1055,0.45576644,0.553835685,0.31247356,1.603108609,1.666043387,1.721601702,0.482146509,0.49148687,0.476574943
1056,0.48846418,0.565790805,0.282590945,1.612827937,1.647692413,1.662311272,0.461488095,0.487920277,0.47155335
1057,0.477362001,0.46186449,0.143892501,1.613494087,1.695061822,1.616500571,0.459029023,0.500566124,0.462789685
1058,0.577507778,0.498448398,0.368519319,1.625682117,1.66737264,1.680285445,0.470631077,0.486173807,0.454603538
1059,0.466222941,0.495777014,0.216378095,1.525563401,1.730859372,1.733921973,0.46721202,0.491888495,0.441713204
1060,0.500704009,0.421940987,0.23652006,1.650610672,1.595396424,1.706593786,0.476405605,0.495075853,0.448501457
1061,0.642562374,0.48534605,0.28033862,1.694451246,1.696492677,1.642796206,0.488606883,0.495420567,0.45537257
1062,0.56079629,0.540791234,0.314504041,1.701966905,1.702628947,1.655623596,0.471401155,0.480583166,0.451472799
1063,0.539749105,0.509679838,0.144049001,1.604309783,1.662597902,1.710985192,0.460001961,0.485073755,0.451744185
1064,0.592039191,0.471502578,0.239695663,1.616792773,1.609785835,1.722979155,0.464368869,0.497406162,0.469743354
1065,0.571405735,0.518528974,0.223061978,1.56865465,1.697446675,1.677084202,0.473403924,0.493275083,0.490137856
1066,0.54544691,0.678937333,0.255994871,1.578437599,1.7278418,1.702717448,0.451626893,0.48355352,0.476745847
1067,0.471934478,0.49683059,0.317746122,1.612051386,1.743976731,1.731508978,0.490225979,0.493770223,0.462392803
1068,0.572198485,0.485263175,0.237164447,1.60869641,1.653677479,1.663669888,0.469788588,0.473487745,0.469167166
1069,0.547254754,0.651098313,0.446150539,1.672487504,1.653489418,1.671938264,0.47189351,0.488285681,0.477819046
1070,0.441770022,0.558320625,0.194225008,1.596986683,1.651326617,1.654046521,0.472245405,0.486733336,0.481760946
1071,0.47598208,0.502470218,0.258300112,1.592505449,1.610824052,1.668208086,0.4703106,0.493154835,0.463262037
1072,0.467058194,0.460123769,0.316742352,1.631255134,1.680727591,1.62803457,0.483089325,0.489809439,0.46160557
1073,0.600594534,0.565754864,0.152112762,1.664384211,1.651023694,1.653040823,0.480122981,0.494035499,0.464410609
1074,0.523814716,0.445250842,0.122400939,1.5136971,1.623221508,1.665294559,0.494129608,0.484752907,0.469450481
1075,0.456850239,0.536224573,0.32839829,1.521790873,1.607610644,1.621338916,0.485258247,0.510860612,0.477491651
1076,0.602284658,0.536766612,0.246702948,1.607288277,1.627459506,1.630920197,0.479592579,0.507550997,0.459251379
1077,0.505504232,0.4375512,0.175489529,1.582154447,1.557375972,1.718884075,0.484097971,0.472452395,0.480921655
1078,0.385790295,0.385202317,0.360340337,1.55942275,1.739241892,1.632115619,0.478578691,0.473535312,0.494489647
1079,0.452427052,0.563823585,0.197101302,1.563902065,1.619211546,1.740421762,0.476314275,0.462624221,0.465352119
1080,0.532559009,0.519718347,0.251585515,1.605204878,1.60382577,1.701076677,0.46595516,0.478234487,0.465012108
1081,0.610874842,0.644116776,0.33118121,1.62474117,1.590355424,1.650706883,0.472127916,0.477543175,0.488240303
1082,0.582289563,0.562968304,0.227348008,1.620572143,1.57255646,1.63192154,0.469433564,0.470804634,0.457143176
1083,0.538870532,0.631312052,0.300522468,1.669917647,1.788355274,1.707241416,0.454963185,0.488588109,0.438352481
1084,0.539231575,0.474711455,0.313059879,1.62448335,1.644588887,1.555305566,0.471253448,0.484493563,0.481190497
1085,0.601703123,0.503228284,0.315772515,1.606793996,1.667512606,1.610817742,0.470815675,0.474922452,0.461650059
1086,0.512864575,0.502948683,0.303978686,1.580294218,1.6802107,1.684370006,0.470396794,0.487858809,0.454100028
1087,0.549303433,0.569894911,0.187460731,1.626169143,1.640394971,1.619086511,0.467868033,0.472983,0.438458715
1088,0.591275527,0.539459274,0.251103348,1.680314635,1.677572694,1.745311454,0.48132646,0.493209354,0.473185272
1089,0.526686899,0.487490259,0.413694563,1.646336057,1.680440535,1.754459206,0.467245678,0.469194351,0.476947109
1090,0.418274096,0.464604867,0.230399773,1.625067937,1.682773092,1.749322361,0.478261842,0.457899209,0.465701794
1091,0.46763376,0.555830975,0.307696102,1.589033011,1.678700797,1.575931049,0.463022636,0.456211198,0.47487957
1092,0.473065464,0.610642734,0.32230791,1.641474509,1.668611299,1.66584878,0.493830954,0.474137944,0.465142311
1093,0.495690169,0.594328664,0.301602717,1.517128385,1.623742318,1.640802695,0.475183269,0.46694545,0.459839084
1094,0.521047345,0.611046259,0.244854629,1.616756803,1.670839022,1.586570657,0.494742479,0.475922394,0.467462119
1095,0.533985467,0.563560817,0.318680353,1.573847103,1.669700303,1.599516367,0.50442966,0.470340154,0.458119928
1096,0.448608888,0.534265824,0.346819968,1.653248686,1.700928871,1.565120481,0.497746528,0.453333624,0.465232213
1097,0.554959709,0.5399126,0.213034117,1.611090512,1.637704857,1.579721363,0.482685137,0.474105378,0.465839049
1098,0.613814299,0.414536436,0.240792511,1.583052207,1.658307812,1.570258554,0.462061506,0.473184808,0.466666172
1099,0.386402801,0.544692167,0.407902593,1.606921284,1.717070237,1.700268689,0.461870337,0.488602762,0.479435913
1100,0.485369478,0.512464039,0.334428839,1.606108603,1.731680613,1.584763568,0.471369171,0.473556193,0.469303092
1101,0.511030479,0.525803848,0.311637203,1.616632878,1.70392827,1.731139899,0.47197021,0.483065276,0.465109738
1102,0.419144057,0.452790575,0.248656814,1.603359992,1.641324013,1.698592248,0.476684414,0.489863837,0.461837348
1103,0.575386185,0.548280985,0.272580009,1.68042493,1.658750316,1.672210088,0.484958514,0.476534804,0.460651743
1104,0.523501778,0.478361958,0.450620216,1.558271284,1.648317617,1.651743099,0.466295794,0.495636439,0.464150929
1105,0.5817471,0.508815611,0.110900504,1.64570562,1.669561126,1.580738253,0.477614635,0.475704147,0.456942208
1106,0.392995416,0.388976188,0.328100522,1.57961474,1.712206862,1.614911421,0.458706831,0.479484228,0.460925755
1107,0.544819727,0.388281419,0.313838871,1.564711539,1.682094281,1.774859113,0.481224659,0.481986411,0.469780606
1108,0.454984982,0.620271386,0.285260013,1.595664064,1.671979411,1.7008694,0.474043487,0.481730879,0.459297734
1109,0.410955882,0.429204674,0.226256969,1.63001695,1.702982869,1.603210874,0.473690962,0.4768249,0.46910297
1110,0.56515156,0.461613554,0.159601294,1.580053667,1.646820008,1.666204518,0.489242612,0.471007425,0.462914955
1111,0.500034648,0.510163052,0.210222797,1.668728447,1.704428995,1.711596171,0.470110284,0.477004371,0.469733143
1112,0.546567236,0.544867293,0.256738167,1.647886523,1.585097309,1.733925644,0.453898618,0.473406385,0.475555248
1113,0.425396254,0.478890168,0.336206225,1.652327239,1.576087577,1.727013359,0.451558272,0.49995797,0.469519187
1114,0.539570874,0.443929149,0.284732868,1.654660039,1.581194978,1.600068306,0.477980511,0.486725867,0.448290872
1115,0.505281254,0.41884134,0.277010423,1.614913498,1.717745367,1.655687214,0.449359226,0.472242745,0.458192344
1116,0.581472826,0.625088785,0.265141049,1.623854903,1.68367741,1.66058321,0.451619194,0.489552334,0.472947481
1117,0.507545105,0.553318067,0.228357415,1.587389434,1.677656944,1.703886363,0.477572517,0.475818914,0.475503534
1118,0.552806825,0.505883258,0.161109924,1.589615275,1.684124679,1.67728942,0.453990314,0.477180625,0.474505144
1119,0.591097985,0.469817544,0.051608398,1.601458446,1.696665007,1.676421587,0.479821611,0.465829137,0.474365582
1120,0.42709787,0.45631894,0.229270325,1.649264685,1.660113062,1.727012898,0.463478753,0.483225025,0.476216498
1121,0.444945864,0.665918808,0.191072519,1.622980656,1.707594445,1.713488446,0.47721501,0.487565871,0.493794531
1122,0.485663594,0.609423159,0.204362166,1.585034431,1.71458272,1.712083563,0.469982409,0.47540746,0.487369215
1123,0.506652042,0.455609257,0.3375426,1.61823393,1.668665771,1.687045446,0.47537214,0.482343691,0.499012185
1124,0.420353566,0.610673295,0.244131378,1.61600958,1.665055191,1.644171013,0.475320747,0.472073367,0.46733331
1125,0.491738316,0.56279573,0.186619641,1.596351115,1.655356764,1.656200093,0.490398058,0.501642447,0.464779973
1126,0.372918905,0.579758726,0.284331712,1.558325461,1.670760223,1.722433264,0.471573311,0.484453956,0.472265075
1127,0.503613765,0.404974279,0.26419347,1.596659495,1.666587527,1.710583277,0.462410674,0.476967634,0.476408285
1128,0.624085657,0.530837518,0.370536368,1.618464616,1.69909582,1.638387595,0.486411179,0.491438722,0.443902214
1129,0.451240635,0.415610103,0.219554309,1.641161584,1.701466756,1.590101756,0.486207157,0.477048883,0.459342226
1130,0.541967822,0.499842522,0.275190612,1.608012871,1.631655935,1.634300526,0.474426065,0.46696596,0.455908836
1131,0.47553086,0.417533172,0.34771314,1.613043688,1.681135312,1.660171303,0.491433789,0.493000073,0.468251047
1132,0.51277258,0.440995246,0.312462703,1.645803101,1.674387984,1.645748068,0.455707475,0.492527297,0.457814414
1133,0.454388988,0.512902436,0.366854029,1.591904652,1.694955416,1.613942086,0.46029828,0.510354247,0.459993938
1134,0.547972008,0.44776787,0.242582707,1.587376962,1.757976355,1.619769771,0.466486105,0.474788057,0.461864383
1135,0.536674391,0.513977715,0.362720322,1.645186111,1.564475051,1.655451054,0.467746133,0.489060797,0.456522447
1136,0.465667515,0.447493133,0.367977128,1.620061075,1.684736838,1.662006133,0.473016029,0.473363571,0.442756026
1137,0.441014693,0.461840625,0.272942082,1.618360462,1.75574223,1.743784821,0.455305856,0.484591969,0.475531121
1138,0.602452677,0.621263164,0.308183336,1.656421645,1.664880789,1.651428214,0.49005115,0.478610125,0.457089365
1139,0.520848778,0.461708829,0.373444319,1.533848459,1.697132304,1.716921492,0.481913926,0.494888144,0.458866432
1140,0.51651384,0.56423589,0.333961242,1.609704371,1.602233416,1.707472497,0.488839562,0.486112298,0.461139392
1141,0.583334899,0.498782617,0.294497334,1.559612231,1.593158338,1.694345073,0.469759565,0.491153351,0.476009057
1142,0.457832922,0.583681933,0.175381312,1.630698168,1.618041318,1.537729868,0.491483206,0.51146922,0.472886598
1143,0.46117179,0.562270096,0.20894961,1.546987566,1.66684677,1.619565751,0.486307712,0.470810746,0.466607589
1144,0.455019733,0.561049556,0.300728229,1.594727722,1.709660435,1.64972105,0.496815825,0.491222423,0.451022344
1145,0.475166805,0.568497247,0.268565373,1.609028145,1.67611403,1.637355289,0.481081448,0.48942044,0.455924426
1146,0.419101341,0.454410499,0.267204689,1.590387938,1.676120632,1.607586643,0.480315133,0.47249657,0.455932247
1147,0.637188024,0.586976196,0.342360272,1.60034236,1.689907071,1.737352855,0.476862849,0.469007153,0.464795209
1148,0.67085814,0.527894523,0.288778936,1.611527698,1.667532754,1.68176055,0.475953943,0.472588234,0.439235848
1149,0.721814415,0.380577156,0.370481495,1.593332317,1.705014337,1.642505058,0.470396459,0.487180019,0.453925581
1150,0.47060307,0.604534803,0.253504906,1.59884153,1.643033423,1.640547615,0.454747306,0.478619765,0.467851986
1151,0.58285983,0.511688053,0.277613971,1.594684223,1.580785759,1.686172276,0.479708197,0.495373307,0.454816258
1152,0.532731325,0.459040396,0.323520748,1.539600838,1.702601837,1.606116592,0.468263432,0.461871454,0.468099165
1153,0.432656124,0.502130904,0.31137235,1.632586334,1.672759323,1.585009565,0.468583587,0.477074951,0.479050779
1154,0.513062002,0.681163118,0.273320855,1.638038582,1.68089986,1.738715111,0.477245176,0.480076617,0.475327742
1155,0.571943948,0.625973867,0.315945912,1.592359849,1.655659157,1.739115071,0.466111958,0.491834277,0.471110505
1156,0.514258893,0.555346916,0.194614603,1.588752045,1.629756722,1.663123689,0.451489972,0.47888947,0.474955913
1157,0.37663093,0.535505263,0.382194906,1.589104255,1.699550765,1.662592568,0.476363023,0.476255471,0.463755375
1158,0.310501444,0.493624689,0.135868655,1.617083424,1.639395237,1.732177949,0.473796949,0.47018808,0.466825658
1159,0.418410927,0.513419699,0.338187261,1.59116462,1.67663545,1.655324623,0.481470452,0.469912555,0.482231749
1160,0.45496687,0.592422456,0.343378463,1.583138519,1.640929089,1.652053045,0.473318955,0.490663547,0.475415632
1161,0.564817318,0.419120717,0.352955126,1.559808654,1.727524066,1.672484934,0.465960757,0.472662457,0.462312625
1162,0.501314608,0.603554421,0.25811226,1.635525305,1.618485863,1.591173655,0.478614761,0.494576759,0.475335966
1163,0.477340631,0.567420217,0.213393261,1.609974856,1.689880475,1.589063086,0.474691637,0.490621505,0.480362591
1164,0.500791327,0.404606049,0.188276291,1.607600321,1.691810435,1.679573034,0.487939051,0.495842947,0.476314815
1165,0.606711527,0.508071827,0.240081071,1.605041356,1.699456095,1.697206637,0.487745345,0.490503853,0.475921645
1166,0.564853135,0.429890722,0.295047803,1.576303714,1.599158344,1.654055985,0.481984012,0.482321864,0.488948769
1167,0.331022829,0.420861854,0.261319627,1.582027081,1.589052479,1.695684797,0.476720809,0.484965683,0.476856379
1168,0.588066114,0.399042339,0.166862537,1.620180029,1.66621054,1.702091094,0.477200879,0.495863685,0.463137211
1169,0.495840421,0.476788724,0.166589026,1.636971915,1.62099036,1.689383217,0.472897251,0.480987436,0.487501936
1170,0.50906932,0.575081562,0.30453143,1.579340945,1.623607504,1.666092868,0.487482666,0.47756562,0.481442209
1171,0.367401021,0.531915868,0.27320349,1.583248582,1.663335377,1.671880845,0.489391962,0.473473276,0.458785109
1172,0.543695255,0.544590104,0.407134916,1.671325382,1.691127227,1.705413953,0.48075755,0.456078002,0.468222818
1173,0.46024297,0.487106653,0.363555059,1.649551796,1.657363664,1.652297946,0.467328615,0.474569184,0.472548285
1174,0.39774722,0.510739949,0.212196143,1.643005579,1.656091019,1.669927493,0.459135138,0.468741472,0.475074194
1175,0.455599176,0.500719173,0.234011621,1.661717376,1.591779481,1.682018103,0.470685162,0.484099965,0.453717385
1176,0.439802594,0.542241261,0.246428756,1.546386389,1.676959704,1.745590829,0.460727428,0.455968683,0.46642383
1177,0.552456841,0.424954051,0.366546627,1.635635019,1.599876977,1.655108204,0.493546742,0.490305087,0.468907028
1178,0.438865023,0.428585552,0.229333089,1.60870208,1.664417012,1.649539192,0.46771552,0.48044227,0.45129327
1179,0.566773909,0.664619345,0.305725304,1.582808754,1.653108677,1.597649055,0.483650197,0.472447217,0.450741326
1180,0.492185993,0.721174147,0.305693204,1.588264645,1.608922016,1.588679919,0.498457618,0.470411242,0.442547511
1181,0.522443781,0.496795544,0.275837761,1.562897897,1.759879126,1.616340469,0.466667906,0.477063376,0.475181889
1182,0.402938138,0.463976552,0.32391436,1.677377633,1.648746144,1.644267301,0.488016419,0.481571432,0.458663292
1183,0.490066285,0.53613931,0.272284965,1.524864445,1.680175064,1.635686861,0.483156634,0.474095655,0.469659791
1184,0.528823319,0.445601854,0.247539739,1.533313746,1.695279919,1.641357333,0.480434914,0.502088217,0.450247067
1185,0.475485121,0.584215016,0.21815752,1.622524556,1.674648957,1.642440302,0.473934144,0.503469111,0.47115443
1186,0.494198184,0.597483145,0.271680903,1.56832884,1.662290777,1.739380878,0.477251177,0.492564493,0.460625433
1187,0.347489017,0.455240617,0.324833296,1.595144131,1.629121275,1.743816917,0.477207526,0.473624106,0.470591691
1188,0.490301163,0.554544953,0.20283896,1.619680256,1.637984058,1.682677087,0.484199674,0.469911836,0.490983474
1189,0.605059684,0.51258606,0.247601684,1.590149474,1.710524185,1.727898048,0.479689665,0.472392401,0.451032078
1190,0.486250843,0.567725877,0.289300996,1.666640942,1.611531732,1.699101522,0.490543362,0.477757899,0.450340205
1191,0.486042443,0.675158274,0.28651487,1.635688648,1.709347967,1.683719648,0.493414863,0.459511122,0.47628519
1192,0.494185051,0.603469646,0.300433071,1.675261784,1.637985429,1.649553966,0.470506865,0.480804051,0.486512469
1193,0.558453181,0.503401041,0.283381071,1.53118076,1.715860971,1.631573125,0.479545603,0.468830763,0.457587782
1194,0.552842393,0.623770189,0.287994478,1.617545958,1.725389758,1.593188607,0.489174164,0.464332898,0.465415317
1195,0.38434177,0.562327304,0.28637672,1.597951908,1.696218555,1.679684247,0.492624267,0.492733149,0.452599257
1196,0.475381682,0.481576256,0.281199869,1.597946137,1.694791986,1.65455837,0.469839331,0.493143428,0.484665362
1197,0.409856179,0.581431982,0.35539338,1.651163386,1.714069654,1.624161143,0.481336809,0.480788472,0.479289094
1198,0.449369776,0.588566123,0.215838998,1.571898287,1.685962534,1.645118418,0.474285207,0.494042017,0.473364495
1199,0.553401089,0.448707885,0.302181872,1.622858299,1.684678729,1.641380367,0.484312263,0.491540602,0.484787235
1200,0.499610325,0.676629554,0.293506058,1.637637451,1.615120894,1.709715766,0.493037399,0.484399289,0.473709742
1201,0.557162873,0.581741796,0.309318998,1.587206608,1.611469153,1.681113625,0.487422158,0.464629811,0.458690309
1202,0.424391463,0.566226063,0.224988622,1.595040249,1.624530963,1.660928619,0.498281181,0.445088442,0.485040835
1203,0.563641096,0.618833615,0.164999732,1.588806497,1.649501145,1.681484905,0.476956254,0.476376856,0.468623538
1204,0.50888497,0.64979541,0.188228381,1.610271194,1.577253219,1.685412409,0.477173319,0.463824783,0.458919972
1205,0.543449351,0.625400928,0.20019736,1.621273698,1.705912715,1.579035696,0.492740977,0.467709338,0.454244537
1206,0.455738587,0.549269117,0.39324259,1.571792442,1.673749898,1.64911043,0.482139402,0.466599742,0.466787598
1207,0.504212126,0.470174433,0.431995417,1.580556482,1.707669186,1.675064022,0.486826947,0.495363494,0.481116825
1208,0.327940202,0.593199173,0.258263789,1.65199482,1.74652206,1.637224778,0.477816049,0.476572765,0.476929396
1209,0.5263991,0.479457317,0.294192671,1.569485358,1.632951534,1.685094195,0.481243245,0.505762308,0.457391702
1210,0.427066391,0.617538452,0.344547858,1.578365617,1.635119735,1.622954147,0.485808975,0.462581245,0.470982813
1211,0.575895106,0.660025285,0.352304262,1.588062411,1.673990474,1.675887687,0.465859898,0.489728945,0.47438879
1212,0.488278869,0.437353074,0.317898682,1.611688678,1.652488945,1.63449428,0.432390704,0.480147668,0.460433723
1213,0.641039434,0.448794523,0.269367419,1.595252168,1.610173306,1.720018852,0.492687459,0.484708612,0.463903671
1214,0.658653956,0.515210084,0.331222497,1.602992145,1.621169404,1.643648624,0.490895331,0.488543626,0.480223229
1215,0.505271822,0.586603753,0.257458523,1.563714859,1.692461031,1.693718738,0.452847154,0.472546722,0.491417912
1216,0.384455973,0.526945941,0.292226116,1.670545963,1.6936545,1.675392189,0.483011538,0.473428131,0.493058253
1217,0.347293135,0.4631196,0.114014132,1.530423027,1.623996714,1.671301421,0.460234915,0.492789511,0.452206141
1218,0.512753563,0.532967204,0.202449892,1.630801896,1.723634697,1.726249785,0.478060235,0.46858806,0.448528669
1219,0.557365105,0.567175333,0.230013259,1.673088607,1.612603159,1.730197017,0.482764474,0.496087514,0.452940701
1220,0.504781168,0.496193434,0.324321164,1.61905444,1.619205098,1.722731818,0.48282757,0.457555416,0.466755462
1221,0.365207252,0.513932951,0.389126866,1.610183717,1.604337937,1.701418189,0.470573062,0.481474071,0.463176948
1222,0.510859134,0.532871638,0.13620425,1.553531039,1.734919427,1.616552998,0.474645418,0.490501635,0.467726744
1223,0.587708345,0.379362576,0.266635362,1.655151783,1.587983804,1.619702904,0.489495839,0.471886605,0.486696953
1224,0.437703385,0.588298644,0.23496523,1.598063002,1.662154102,1.702321098,0.473727962,0.491542725,0.473775221
1225,0.502443402,0.54774288,0.323640418,1.600799082,1.610446558,1.61491143,0.491531758,0.476002164,0.477488364
1226,0.500873687,0.420951528,0.254858505,1.62619404,1.681670442,1.626164778,0.480595942,0.49436435,0.475451585
1227,0.490494956,0.444662429,0.325216065,1.609488524,1.658138943,1.644625312,0.469994013,0.502217776,0.47653747
1228,0.540198444,0.535763054,0.271001467,1.574506918,1.614627885,1.690891401,0.4866197,0.489301112,0.475329516
1229,0.378450445,0.432294757,0.139430098,1.540225095,1.651795055,1.729478665,0.468476677,0.490973547,0.475769238
1230,0.380788871,0.559534679,0.235804764,1.643725528,1.651578776,1.665953702,0.469512376,0.482866532,0.474811761
1231,0.516201504,0.474460634,0.243707133,1.515790072,1.659986624,1.640495662,0.485909526,0.480470548,0.470375319
1232,0.463588993,0.594272039,0.337591795,1.56915126,1.720484396,1.662791104,0.488724672,0.488044982,0.474256932
1233,0.351476168,0.551290997,0.292727613,1.639051744,1.70300237,1.626001185,0.468251957,0.473040238,0.473517012
1234,0.574385878,0.574884027,0.248028791,1.586150753,1.660217051,1.769451634,0.475171011,0.490043251,0.460318561
1235,0.538692434,0.468500374,0.274409495,1.65731352,1.626005616,1.571438539,0.474960163,0.482975025,0.46930786
1236,0.526646173,0.529748498,0.347038705,1.561574317,1.637016129,1.616820991,0.472182084,0.499967172,0.48428026
1237,0.543119989,0.383690567,0.39858812,1.57769823,1.672964134,1.69674743,0.470367051,0.477226971,0.45710584
1238,0.354200394,0.476131996,0.37071164,1.562955641,1.656146568,1.677585893,0.473248853,0.471541705,0.47140641
1239,0.406408011,0.625291881,0.310095204,1.639238263,1.687396118,1.695118041,0.472837666,0.475774517,0.46578635
1240,0.52182244,0.669864525,0.334286483,1.596567421,1.625590058,1.73086851,0.469852664,0.477129194,0.448490675
1241,0.530284266,0.499348664,0.191690871,1.588016665,1.687957404,1.642119204,0.486294846,0.470497061,0.455331521
1242,0.434207048,0.509816413,0.220909262,1.586323446,1.619372916,1.639632332,0.478036847,0.492730864,0.475866742
1243,0.474517938,0.545359457,0.348960831,1.594503204,1.654971459,1.711237569,0.46222283,0.491066271,0.461618963
1244,0.465078025,0.442282089,0.334695915,1.503281546,1.759438513,1.732625244,0.467137729,0.486533838,0.467392126
1245,0.530898158,0.523145256,0.147477629,1.53084599,1.66922846,1.664776759,0.489792452,0.495036605,0.476149863
1246,0.503940544,0.519868239,0.362237719,1.672223339,1.680483793,1.624265022,0.468565842,0.500330125,0.462132057
1247,0.501560654,0.526418101,0.257886782,1.594298113,1.59130964,1.639124713,0.452246774,0.48811771,0.461574684
1248,0.596366429,0.565632301,0.232382974,1.593636488,1.652286018,1.663217599,0.482208953,0.473988795,0.450621078
1249,0.566841085,0.539951113,0.227572443,1.622691295,1.642994915,1.643754451,0.479349594,0.461878809,0.467357614
1250,0.376300904,0.563525568,0.281432144,1.607233895,1.656167332,1.642903163,0.466719138,0.481099515,0.478331077
1251,0.452226772,0.539286549,0.338996979,1.571736717,1.653309154,1.676206207,0.468374595,0.484243696,0.473705344
1252,0.61943442,0.510606652,0.360546314,1.616082356,1.794987059,1.662697841,0.481314855,0.482565349,0.483500285
1253,0.546705319,0.597867151,0.373358777,1.647877368,1.713875527,1.681395713,0.474097166,0.486655326,0.471538064
1254,0.509900037,0.584580143,0.17753689,1.557764846,1.65505873,1.654911525,0.472525067,0.487581776,0.477139309
1255,0.630978865,0.428273664,0.276372229,1.611566579,1.73187384,1.757522004,0.461204736,0.498686991,0.464609125
1256,0.442565974,0.453172349,0.201528748,1.606642726,1.640238193,1.629852863,0.493077583,0.484769392,0.463416024
1257,0.56988875,0.520658097,0.219994631,1.545682996,1.616386252,1.673518315,0.480614626,0.484019244,0.470963173
1258,0.361360927,0.509122658,0.254865565,1.606705225,1.694375632,1.700553131,0.467722297,0.489925184,0.467123537
1259,0.508238799,0.499145856,0.313643716,1.59434533,1.728430132,1.622212482,0.465016781,0.48266567,0.472858281
1260,0.50718806,0.563632928,0.321154543,1.607455649,1.565393106,1.75784196,0.482219899,0.487473677,0.48027371
